advertiser_id,advertiser_name,total_spend_usd,total_creatives,maximum_impressions,total_day
AR16134645255650672641,McGrane For Idaho,3500,4,285000,46
AR16138483650743238657,Phil Rizzo for Congress,2100,9,10000,52
AR16140532040905785345,USA MOVEMENTS LLC,5100,4,490000,46
AR16140615878667403265,CITIZENS FOR LISA M TAYLOR,5800,8,517000,325
AR16141376465835917313,GEORGIA UNITED VICTORY,317600,20,18135000,246
AR16145880065463287809,NASSAU COUNTY REPUBLICAN COMMITTEE,131000,41,41199000,381
AR16149539240160526337,FTC PAC,41100,12,3147000,131
AR16150383665090658305,CHICAGO TEACHERS UNION,15300,30,8155000,466
AR16158546439415267329,CAPITO FOR WEST VIRGINIA,300,1,2000,23
AR16159390864345399297,DALE DEVON FOR STATE REPRESENTATIVE,2200,2,245000,35
AR16161642664159084545,CAMERON WILLIAMS,300,1,1000,6
AR16166649015478255617,PORTLANDERS FOR PARKS,8900,2,42000,40
AR16168398063600140289,FRIENDS OF ANDREW YANG,1221700,1109,82188000,21367
AR16172901663227510785,"DIRECT EDGE CAMPAIGNS, LLC",5100,2,55000,108
AR16179657062668566529,VIRGINIA NEW MAJORITY,167800,22,12242000,397
AR16181908862482251777,DAN RODIMER FOR CONGRESS,121000,389,18948000,7130
AR16186412462109622273,DEMOCRATIC PARTY OF SC,9900,14,969000,1814
AR16199162673823219713,Tom Barrett for Congress,100,3,3000,28
AR16203582435688972289,Inside Out Consulting LLC,3000,29,33000,376
AR16204426860619104257,MARCO RUBIO FOR SENATE 2016,7100,4,43000,53
AR16205417520595730433,Nicholas Vaughn,400,2,25000,39
AR16208930460246474753,BLACK LIVES MATTER NEW ENGLAND PAC,700,4,5000,52
AR16212589634943713281,JUMPSTART PUBLISHING LLC,8500,116,23422000,2739
AR16213434059873845249,"FRIENDS OF TODD STEPHENS, INC",6400,1,450000,23
AR16217937659501215745,CARLOS GIMENEZ FOR CONGRESS,5000,3,78000,58
AR16222441259128586241,REPUBLICAN STATE LEADERSHIP COMMITTEE - JUDICIAL FAIRNESS  INITIATIVE,157100,6,9100000,45
AR16231448458383327233,FRIENDS OF VAL ARKOOSH,3300,1,125000,18
AR16235849803429314561,STREYLE FOR HOUSE,500,1,3000,18
AR16235952058010697729,INDEPENDENT WOMEN'S VOICE,5100,8,44000,102
AR16239695070469554177,"The Democracy Project, Inc.",1200,5,225000,47
AR16248618431962677249,THAD FOR CT TREASURER,10000,2,270000,12
AR16249462856892809217,PALMTAG FOR NEBRASKA,5800,4,478000,90
AR16249781715264864257,GESTRIN FOR IDAHO,300,1,5000,29
AR16253966456520179713,THOMAS MASSIE FOR CONGRESS,6800,10,36000,684
AR16258470056147550209,JEANNE FOR CONGRESS,500,7,45000,170
AR16262973655774920705,THE COLLECTIVE PAC,12700,2,330000,6
AR16267477255402291201,CINDY KIRCHHOFER,2300,1,300000,29
AR16271980855029661697,JENNIFER PAWLIK FOR AZ,14200,36,2970000,895
AR16275323370378100737,Lead the Way PAC,13300,2,1000000,52
AR16276484454657032193,REP. ANN WAGNER - U.S. HOUSE OF REPRESENTATIVES,2400,4,182000,396
AR16279239006162518017,SUPERMAJORITY PAC,184500,32,12590000,417
AR16280988054284402689,KAYE KORY FOR HOUSE OF DELEGATES,1100,1,4000,5
AR16284647228981641217,CENTER FOR AMERICAN PROGRESS,71100,75,2452000,3989
AR16285491653911773185,CONNIE CHAN FOR SUPERVISOR 2020,11600,5,810000,179
AR16287743453725458433,PITEK FOR DELEGATE,700,1,40000,2
AR16289674196143833089,Bruce O'Connell for Congress,9500,1,100000,36
AR16289995253539143681,HOMEOWNERS AND TENANTS UNITED,346400,685,44863000,33438
AR16290096408608899073,United Democracy Project,466100,149,20618000,2526
AR16294498853166514177,ASIAN AMERICAN ADVOCACY FUND PAC,13500,10,909000,113
AR16299002452793884673,MISSOURIANS FOR BOWEN,3100,10,61000,40
AR16300631104392527873,BRYAN BERGHOEF FOR CONGRESS,24000,13,1377000,264
AR16302661627491123201,AMERICAN POTENTIAL PAC,1000,5,48000,26
AR16305838116583768065,Defend and Protect Idaho,14600,7,21000,45
AR16311752664507482113,CHAMBERS FOR CONGRESS,4100,6,7000,38
AR16312513251675996161,FRIENDS OF SOMA SYED,200,1,25000,15
AR16315841473373274113,"Contra Costans for Progress and Justice, a coalition of business, labor and people that care about public safety in support of Mary Knox for District Attorney 2022",4400,4,31000,27
AR16317382164041695233,"Friends of Jen Jordan, Inc.",7900,3,42000,80
AR16317519602995167233,"MISSION MEDIA, LLC",115500,20,15076000,375
AR16323772250744422401,"GRASSLEY COMMITTEE, INC.",18600,15,634000,172
AR16325237899744247809,Mark Gamba for Oregon,300,1,20000,9
AR16326024050558107649,CIATTARELLI FOR GOVERNOR,1329000,25,68070000,394
AR16334099963464122369,DAN PASTORE FOR CONGRESS,6700,2,300000,21
AR16334513929591980033,FREEDOM CLUB PAC,300,17,17000,22
AR16335031249812848641,TEXAS ABORTION RIGHTS ACTION LEAGUE,200,1,5000,1
AR16339534849440219137,OUR FUTURE UNITED,82800,162,18323000,1828
AR16340525509416845313,CHRISTIAN BLAKE CARPENTER,100,9,14000,74
AR16342289400945704961,DEFAZIO FOR CONGRESS,69000,99,2971000,1677
AR16343531574207184897,THE CENTER FOR REPRODUCTIVE RIGHTS,10200,13,40000,1773
AR16344038449067589633,BOGNET FOR CONGRESS,5800,20,383000,254
AR16346978543160262657,Shawn Nelson For Judge 2022,10300,3,2950000,40
AR16349632764229713921,ZIMMERMAN FOR CONGRESS,8400,19,72000,322
AR16350905998694678529,Jimmy Gomez for Congress,11600,3,640000,61
AR16352201223392198657,DSCC & DONNELLY FOR INDIANA,209300,42,11035000,478
AR16352285061153816577,Mark Dorazio Campaign,11800,10,48000,353
AR16357549247949701121,MARTIN HEINRICH FOR SENATE,168500,79,10145000,6142
AR16362052847577071617,AMERICANS FOR TAX REFORM,760900,1430,139679000,10317
AR16364169407460540417,ROONEY FOR CONGRESS,1200,3,8000,57
AR16366556447204442113,COLORADANS CREATING OPPORTUNITIES,39900,2,1700000,8
AR16367547107181068289,CHIEF JUSTICE BEASLEY COMMITTEE,400,13,13000,53
AR16371060046831812609,"NATIONAL ASSOCIATION FOR GUN RIGHTS, INC.",29400,167,28619000,1509
AR16374719221529051137,"PARTNERSHIP FOR AMERICA'S HEALTH CARE FUTURE, INC",74200,13,3745000,236
AR16375362710709207041,FRIENDS OF MIKE HILGERS-LEGISLATURE,5300,10,513000,302
AR16375563646459183105,GARRITY FOR PA,45200,5,5070000,145
AR16377217311947358209,"NRDC ACTION FUND, INC",93300,34,5055000,1186
AR16383409761434992641,JEFF EHLERS FOR IDAHO,300,1,4000,30
AR16384570845713924097,VOICES FOR DEMOCRACY,1700,9,41000,23
AR16385658262713794561,JT Wu for Georgia,2200,11,310000,244
AR16386751177271803905,DELGADO FOR NEW YORK,109000,16,17232000,354
AR16388313858172780545,PROTECT OUR FUTURE PAC,523000,52,41429000,869
AR16390565657986465793,TEAM HERSCHEL'S PEOPLE'S CHAMPION COMMITTEE,9200,19,24000,1120
AR16392733620038533121,"PLANNED PARENTHOOD FEDERATION OF AMERICA, INC.",610900,280,61952000,5314
AR16395829844782350337,LIZ MATHIS FOR CONGRESS,13700,13,29000,773
AR16402585244223406081,"NEW GEORGIA PROJECT ACTION FUND, INC.",100,1,1000,1
AR16406328256682262529,Friends For Kathy Hochul,18600,4,70000,236
AR16411592443478147073,CAREER EDUCATION PAC,47700,2,3200000,21
AR16413083656123318273,Glenn A. Hegar,49800,29,4841000,1342
AR16413246108966322177,CLARICE FOR PA,10700,1,900000,57
AR16420599642732888065,QUIGLEY FOR CONGRESS,9200,13,617000,264
AR16420964955471216641,Live Action Inc.,6400,4,443000,33
AR16427720354912272385,DEB MCGRATH FOR CONGRESS,5400,6,15000,54
AR16428762417057497089,RUN WITH JASON LLC,2500,14,67000,360
AR16430450167406133249,Myers Mermel For Vermont,1400,3,4000,90
AR16434110441614999553,RICKMAN FOR SUPERVISOR 2020,3400,5,118000,37
AR16436864993120485377,FRIENDS OF LAURA JENS-SMITH,3400,2,19000,85
AR16438614041242370049,FRIENDS OF DANIEL SPARKMAN,1500,19,72000,207
AR16446776815566979073,FRIENDS FOR STEPHANIE BARRY,6700,6,810000,103
AR16447621240497111041,"NIKEMA FOR CONGRESS, INC",16500,7,912000,39
AR16448611900473737217,POLITICAL ACTION COMMITTEE OF THE AMERICAN ASSOCIATION OF  ORTHOPAEDIC SURGEONS--PAC OF AAOS,1600,1,40000,7
AR16449873040310796289,Michelle for Secretary of State,7200,1,300000,75
AR16452124840124481537,CLAGGETT FOR OHIO,2100,5,109000,78
AR16452490152862810113,Lena Taylor for Mayor,7400,3,483000,15
AR16455867852583337985,Democratic Party of Transylvania County Transylvania Democratic Party,200,43,45000,577
AR16456628439751852033,GREG HILL FOR CONGRESS,1200,3,53000,120
AR16465635639006593025,ELLEN JAFFEE,12200,2,60000,27
AR16465986383215853569,CHRISTINE WATKINS HOUSE DISTRICT 69,300,1,1000,21
AR16467887438820278273,CONSTELLATION POLITICAL,2000,23,170000,293
AR16470139238633963521,CALIFORNIA TEACHERS ASSOCIATION,9800,10,1100000,134
AR16476271489859977217,"AMY MCGRATH FOR SENATE, INC.",7167800,365,238494000,7017
AR16478226146656256001,Local Factor Group LLC,5400,1,350000,41
AR16479146437888704513,JESSEL COSTA FOR JUDGE,5700,2,115000,45
AR16482805612585943041,KIRKPATRICK FOR CONGRESS,117100,29,7485000,760
AR16483650037516075009,CITIZENS FOR SAFE ACCESS 2020,6100,2,2050000,45
AR16484640697492701185,4MN INC,100,2,10000,52
AR16488153637143445505,BESKIN FOR JUSTICE INC,25600,3,3765000,64
AR16490770749695459329,DEFEND COLORADO,4500,7,404000,37
AR16491812811840684033,LEAH FOR SENATE,54300,29,2524000,488
AR16492657236770816001,CITIZENS FOR A GREATER HOUSTON,7100,18,103000,200
AR16496400249229672449,AMPLIFY NEW HAMPSHIRE,228600,26,8894000,381
AR16500820011095425025,COMMITTEE TO ELECT DONNA LASINSKI,1500,1,25000,27
AR16501664436025556993,CHOKWE PITCHFORD FOR 79TH DISTRICT HOUSE OF REPRESENTATIVES,5000,7,342000,114
AR16502029748763885569,BEN SAMUELS FOR CONGRESS,1500,3,3000,65
AR16503293087624200193,TANAKA FOR PALO ALTO,14700,84,1119000,698
AR16503916235839242241,MISSISSIPPI VICTORY FUND,21100,12,7419000,118
AR16506168035652927489,TAUBENBERGER FOR PHILADELPHIA,2000,4,1720000,80
AR16510671635280297985,MARINDA KIMMEL FOR HOUSE,9000,14,1159000,410
AR16511855809303412737,SCHOOL FREEDOM FUND,24900,2,3400000,18
AR16515175234907668481,BRINK MEDIA INC,300,1,9000,7
AR16517929786413154305,AKILAH BACY FOR TEXAS,22600,11,206000,372
AR16518834409604907009,LGBTQ VICTORY FUND FEDERAL PAC,900,8,263000,26
AR16519678834535038977,BAKER FOR MISSOURI,16400,12,739000,50
AR16521930634348724225,MORE PERFECT UNION FOUNDATION,52200,259,18856000,2396
AR16524182434162409473,FREE TO CHOOSE NETWORK,5100,1,15000,8
AR16528686033789779969,JON HOLLIS 4 CONGRESS,100,23,23000,442
AR16532209968556802049,PROGRESSIVES FOR IMMIGRATION REFORM,5900,5,268000,33
AR16533189633417150465,YES ON MEASURES G & H FOR SAN RAFAEL SCHOOLS,200,1,5000,12
AR16536848808114388993,PEOPLE FOR BEN,59600,29,5195000,940
AR16537693233044520961,FLORIDA REPUBLICAN SENATORIAL CAMPAIGN COMMITTEE,6500,3,375000,106
AR16542196832671891457,AMERICAN ACTION NETWORK INC,235200,99,12718000,1720
AR16542562145410220033,LISA BARTLETT FOR CONGRESS,8600,16,106000,311
AR16543187492648517633,DAVID MATTHEW HULLUM,3900,38,265000,158
AR16546700432299261953,DE BLASIO 2020,58000,208,5223000,3086
AR16549454983804747777,MONTGOMERY COUNTIANS FOR QUESTION A & AGAINST QUESTION B,20600,17,309000,272
AR16554863206623870977,PATIENTS FOR AFFORDABLE DRUGS NOW,234200,181,23227000,1986
AR16555707631554002945,HERITAGE ACTION FOR AMERICA,335400,172,55525000,2447
AR16560211231181373441,"JOHN COWAN FOR CONGRESS, INC.",4400,10,20000,206
AR16569218430436114433,SPORTS AND CUSTOM TEES INC,11000,27,2973000,1987
AR16572877605133352961,COALITION FOR GREEN CAPITAL ACTION FUND,13900,39,638000,254
AR16575350681662128129,WORKING FAMILIES PARTY,30900,30,1898000,556
AR16578225629690855425,BRANDON SINCLAIR FOR GRCC TRUSTEE,1800,1,4000,5
AR16582729229318225921,GEORGIA BALANCE,356300,8,14100000,86
AR16585483780823711745,FRIENDS OF JOHN LEOPOLD-SUPERVISOR,4400,4,180000,41
AR16587232828945596417,COMMITTEE TO ELECT HARPER PETERSON,12100,1,70000,34
AR16589987380451082241,OVERPAID EXECUTIVE TAX SUPPORTED BY MATT HANEY,2200,9,69000,130
AR16596240028200337409,VAN ORDEN FOR CONGRESS,22400,41,520000,992
AR16600743627827707905,REP. DAVID CICILLINE - U.S. HOUSE OF REPRESENTATIVES,2500,7,156000,112
AR16602372279426351105,NH SENATE REPUBLICANS POLITICAL ACTION COMMITTEE,10900,119,1878000,979
AR16602960243269304321,"Coalition for Safe, Responsible Gaming, Sponsored by California Indian Tribes",699100,95,28240000,4043
AR16608906402152316929,"NRA VICTORY FUND, INC.",2079000,356,128491000,3037
AR16609750827082448897,JULIA HNILICKA,1500,6,11000,179
AR16612002626896134145,AMOY BARNES FOR CITY COUNCIL,1300,2,65000,17
AR16614254426709819393,DR BISHAM SINGH FOR CONGRESS,900,6,13000,304
AR16618758026337189889,MIKE MOON FOR MISSOURI,8000,20,6362000,2924
AR16623261625964560385,MATT MORGAN FOR SEMINOLE COUNTY,400,2,2000,38
AR16626920800661798913,FRIENDS OF JODY LAMACCHIA,5100,15,317000,1320
AR16632268825219301377,COMMONWEALTH COMMUNICATIONS,228100,14,10762000,279
AR16636772424846671873,SHAWN D. TERRY,8300,38,1106000,476
AR16639389537398685697,RE-ELECT MCGOVERN COMMITTEE,15200,10,179000,127
AR16641276024474042369,MOMENTUM STRATEGY GROUP,8800,8,803000,452
AR16644935199171280897,WILK FOR SENATE 2020,88100,15,5402000,308
AR16645779624101412865,COMMITTEE TO ELECT JANELLE K SARAUW,300,1,1000,17
AR16648031423915098113,FRIENDS OF SCHUMER,261400,141,16359000,2330
AR16650283223728783361,MARK CONGRESS 2020,5800,26,439000,380
AR16654239266565521409,Eric Deters,6000,6,780000,109
AR16655522396635136001,Friends of Robert Martwick,63500,6,3291000,129
AR16658529835815010305,Bob for Governor,100,1,1000,2
AR16659290422983524353,FRIENDS OF CHRIS CARR,12600,4,218000,447
AR16662949597680762881,STEPHANIE MURPHY FOR CONGRESS,59200,87,2757000,1459
AR16663794022610894849,COMMITTEE TO ELECT ALESSANDRA BIAGGI,2300,3,5000,69
AR16668297622238265345,FRIENDS OF MAZI MAZLOOM,5100,1,30000,35
AR16671956796935503873,LONE STAR VOTES,9400,28,71000,91
AR16672040634697121793,Robin Armstrong for Senate,900,1,15000,25
AR16676544234324492289,BLAKE MASTERS FOR SENATE,3200,32,38000,629
AR16680963996190244865,MOE BROWN FOR CONGRESS,6100,10,27000,66
AR16681808421120376833,COLORADO FAMILIES FIRST,75300,34,3787000,897
AR16686312020747747329,CALIFORNIANS FOR POPULATION STABILIZATION INC,41500,20,6696000,188
AR16689066572253233153,FUTURE NOW FUND,54700,102,1455000,2638
AR16690815620375117825,HANGER CAMPAIGN FUND,800,1,9000,2
AR16694158135723556865,TINA FORTE FOR CONGRESS,4300,1,8000,5
AR16698978394699726849,BETSY RADER FOR CONGRESS,2200,5,31000,17
AR16699822819629858817,SKYWEST MEDIA LLC,3000,3,62000,17
AR16701094954583195649,San Franciscans for Victims’ Rights Supporting Prop D,14700,9,60000,119
AR16704326419257229313,ALLEN WELLONS,6000,1,45000,32
AR16705955070855872513,HINTZ FOR ASSEMBLY,5800,12,85000,99
AR16708830018884599809,TEXANS FOR JIM GRIFFIN,10300,13,3960000,374
AR16717837218139340801,NO ON PROP 20 - CALIFORNIANS AGAINST THE PRISON SPENDING SCAM,519900,40,26116000,1103
AR16722340817766711297,LINCOLN CHAFEE FOR PRESIDENT,5200,13,36000,204
AR16723969469365354497,PRO JOBS MAJORITY,21900,19,499000,678
AR16732976668620095489,FLORIDA DEMOCRATIC PARTY,8200,7,1690000,93
AR16735007191718690817,POLITICAL CONSULTING,6300,16,883000,354
AR16735216098927968257,Paul Amador,11300,9,1557000,168
AR16735851616648822785,Georgians First Leadership Committee,35300,1,800000,15
AR16738103416462508033,"COUNCIL ON FOREIGN RELATIONS, INC.",122700,98,46378000,4811
AR16740355216276193281,DIGITAL COMMUNICATIONS LLC,123300,482,156434000,34088
AR16741345876252819457,MISSOURI STATE DEMOCRATIC COMMITTEE,1200,3,7000,3
AR16744098228735049729,BINDELGLASS FOR EASTON,1000,4,39000,72
AR16744858815903563777,JOSH AARON NOREK,4800,4,192000,26
AR16745849475880189953,MARIO DIAZ-BALART FOR CONGRESS,16200,32,3556000,414
AR16753021590228172801,THE COMMITTEE TO ELECT NOLAND FOR JUDGE,200,1,200000,14
AR16757208530506743809,FRIENDS OF NAN WHALEY,35700,7,2205000,120
AR16758369614785675265,COLORADO CITIZENS FOR ACCOUNTABLE GOVERNMENT,56400,113,9463000,2703
AR16761360286413225985,"UP TO US, INC.",29700,8,2680000,88
AR16763863874389671937,PENSLER FOR SENATE,54400,78,12595000,2626
AR16767376814040416257,GRACE LEE FOR NYC,6400,8,283000,56
AR16772871073644412929,CMTE TO ELECT MARK MEZZINA,100,1,40000,8
AR16774132213481472001,COHEN RESEARCH GROUP,5100,1,100000,169
AR16774278448527966209,NEW DEMOCRACY,446000,69,25842000,1554
AR16776384013295157249,MICHAEL WALTZ FOR CONGRESS,18100,24,481000,720
AR16780043187992395777,Gretchen Whitmer for Governor,135100,99,1341000,1737
AR16780887612922527745,SHANNON HUTCHESON FOR CONGRESS,16400,13,433000,385
AR16784630625381384193,PRAGER UNIVERSITY FOUNDATION,1084800,129,118446000,4400
AR16789050387247136769,REPUBLICAN PARTY OF FLORIDA,42600,7,2426000,123
AR16789894812177268737,CTE JOHN SPICA FOR CHESTERFIELD ℅ PATRICIA SPICA,3600,2,45000,54
AR16795389071781265409,POLITICAL CONSULTING,2600,5,201000,49
AR16798902011432009729,ALLIANCE DEFENDING FREEDOM,37400,145,2688000,4246
AR16801656562937495553,WISCONSIN REFORM FUND,3500,6,155000,119
AR16803405611059380225,RASHID FOR VA,16500,79,2951000,1290
AR16807064785756618753,BRADY FOR CONGRESS,11900,45,1184000,734
AR16807909210686750721,FRIENDS OF SANDRA NELSON,700,7,47000,122
AR16812412810314121217,MARJAN PHILHOUR FOR SUPERVISOR 2020,26800,55,910000,1744
AR16816916409941491713,DMI DIRECT,100,8,8000,8
AR16820258925289930753,THEMIS 2022 INC,9600,1,50000,129
AR16825079184266100737,SUSAN MORAN PALMER FOR CONGRESS,2600,48,444000,284
AR16825923609196232705,MIKE CARROLL FOR IRVINE CITY COUNCIL 2020,14400,46,5357000,735
AR16826914269172858881,BENNETT A. REISS,5100,17,211000,115
AR16828175409009917953,Recall District Attorney George Gascon,5100,1,6000,53
AR16831417868800229377,BRAD JAYNE,6800,56,344000,375
AR16834930808450973697,JUDGE LISA NEUBAUER FOR JUSTICE,8600,2,220000,39
AR16843093582775582721,THE SUBURBAN REPUBLICAN FOUNDATION,5600,1,125000,8
AR16848441607333085185,ALIXANDRA THORNHILL,900,1,2000,1
AR16861107981285064705,BETTER COLORADO ALLIANCE,34300,4,1400000,26
AR16861952406215196673,BARROW FOR GEORGIA,5100,1,5000,7
AR16864204206028881921,VOTERS OF NYC INC,7200,2,1150000,14
AR16864446098586992641,Caleb Fisher,18700,5,6310000,15
AR16866456005842567169,FRIENDS OF KEVIN OLICKAL,18200,4,144000,328
AR16875463205097308161,COMMITTEE TO ELECT MATTHEW WINSLOW,1100,3,137000,89
AR16877091856695951361,CAMPAIGN FUND OF JORDAN RASMUSSON,600,3,6000,104
AR16882218604538363905,"FREETHINK MEDIA, INC.",23000,29,5052000,192
AR16883116355782443009,Committee to Elect Liam Miguel Simard,100,9,9000,25
AR16888974003979419649,TUBERVILLE FOR SENATE,17100,33,222000,669
AR16893477603606790145,BAH FOR CONGRESS,1000,1,50000,165
AR16897136778304028673,COLIN ALLRED FOR CONGRESS,110700,67,7858000,2413
AR16897981203234160641,UNITED WE DREAM ACTION,600,4,6000,8
AR16902484802861531137,DAN LAUGHLIN COMMITTEE TO ELECT,38400,12,2275000,155
AR16902850115599859713,Hold Idaho Accountable Inc,800,4,7000,523
AR16906988402488901633,J.ROSS LACY FOR CONGRESS,1900,4,131000,136
AR16908617054087544833,SENATE LEADERSHIP FUND,353500,28,11811000,413
AR16908642067977076737,AI4NV,1100,1,15000,31
AR16911492002116272129,ADRIAN SMITH COMMITTEE TO ELECT FOR CONGRESS,2700,5,22000,430
AR16915151176813510657,CONNECTICUT VALUES,400,4,6000,49
AR16915995601743642625,MONTANANS FOR PUBLIC LAND ACCESS,6100,3,81000,39
AR16923116313923026945,Mayes Middleton II,32800,10,1583000,167
AR16925002800998383617,TFY PAC,6900,8,403000,19
AR16934010000253124609,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",542400,139,72240000,1176
AR16935638651851767809,FRIENDS OF CHRIS SMITH,26700,40,2839000,306
AR16936261800066809857,MORGAN HARPER EXPLORATORY COMMITTEE,5300,5,11000,42
AR16936315126380756993,Brandon Beckham,5900,3,19000,39
AR16938513599880495105,OLSON FOR CONGRESS COMMITTEE,12200,18,2739000,835
AR16939504259857121281,PERVEZ AGWAN,5200,6,4453000,318
AR16943017199507865601,GEORGIA FEDERAL ELECTIONS COMMITTEE,819700,555,13512000,4355
AR16951179973832474625,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN INC,6600,14,104000,464
AR16952024398762606593,MAGGPAC,5600,7,287000,10
AR16954140958646075393,Don Davis for NC,500,1,3000,12
AR16956527998389977089,TEXAS FEDERATION FOR CHILDREN PAC INC,29000,14,819000,223
AR16959870513738416129,KIRKMEYERFORCONGRESS-COM,7100,4,290000,37
AR16961031598017347585,COMMITTEE FOR A CONSTRUCTIVE TOMORROW,5200,9,283000,67
AR16964374113365786625,CT Truth PAC Inc.,46000,4,5000000,58
AR16965535197644718081,SAN DIEGO COUNTY DEMOCRATIC PARTY,900,5,37000,183
AR16969194372341956609,LAFRANCE FOR ALASKA,3900,17,814000,249
AR16969883766132572161,HON. Stanley Jason Rapert,2300,2,12000,22
AR16979548748218630145,Vote No 303,7600,1,400000,10
AR16987208770851438593,LIZ FOR INDIANA,200,3,3000,8
AR16988053195781570561,MAZHIL RAJENDRAN LLC,6300,20,377000,128
AR16990749198292877313,Vote Bolick,7500,2,126000,93
AR16991297304839323649,Brianna Carmona,2400,6,13000,35
AR16994185447007584257,ACTION 4 LIBERTY,25700,50,13958000,522
AR16997060395036311553,SCHMITT FOR MISSOURI,200,5,5000,7
AR16997425707774640129,Tim James,44200,49,3678000,431
AR17006067594291052545,ABRAHAM SIMON GURKO,5100,16,27000,60
AR17010571193918423041,TERM LIMITS SUPERPAC,61500,24,3143000,408
AR17015074793545793537,SENATE GEORGIA BATTLEGROUND FUND,14400,5,1455000,62
AR17019578393173164033,REVITALIZE ARIZONA,6200,23,340000,279
AR17022332944678649857,CHILTON FOR IOWA,2300,2,21000,20
AR17024081992800534529,COMMITTEE TO ELECT JAKE TESHKA,5300,3,427000,62
AR17028585592427905025,CAROLINA BLUE,113700,11,8535000,80
AR17032328604886761473,Florida House Republican Campaign Committee,1200,1,1000,43
AR17033089192055275521,CHRONICLE MEDIA INC.,119500,146,5672000,1522
AR17034781340450422785,PAT RYAN FOR CONGRESS,5200,4,8000,117
AR17037592791682646017,FUND FOR A BETTER FUTURE INC.,344500,40,16014000,617
AR17042096391310016513,LATINO VOTE FOR AMERICA PAC,8000,28,411000,293
AR17044348191123701761,ZELDIN FOR NEW YORK,130700,69,25648000,1597
AR17046599990937387009,"CARE2.COM, INC.",5100,3,3000,158
AR17047590650914013185,SALES FOR MONTANA,9000,54,1273000,709
AR17048091203582558209,DAVID OCAMPO GRAJALES FOR CONGRESS,4300,3,173000,40
AR17051103590564757505,VIRGINIA LEAGUE OF CONSERVATION VOTERS,27400,39,2535000,878
AR17055607190192128001,SENATE VICTORY PAC,195500,62,8385000,954
AR17058361741697613825,PROGRESS NORTH CAROLINA,24200,4,1725000,40
AR17059266364889366529,CANDELORA FOR STATE REP,100,1,1000,46
AR17060110789819498497,HAIDAR AWAD HAWTHORNE MAYOR 2020,18000,77,814000,2114
AR17064614389446868993,GUNNISON COUNTY REPUBLICAN CENTRAL COMMITTEE,4300,21,295000,334
AR17069117989074239489,DAGA PLP,16400,2,1900000,14
AR17072777163771478017,FRIENDS OF VANGIE WILLIAMS,6000,10,878000,110
AR17073621588701609985,LEVINE FOR VIRGINIA,3300,5,23000,101
AR17077280763398848513,EDDIE RISPONE FOR GOVERNOR LLC,257400,867,14014000,7863
AR17082628787956350977,45COMMITTEE INC.,261600,6,17400000,25
AR17088123047560347649,PETER M CUNNINGHAM,600,1,4000,13
AR17093857550455013377,KYRA HARRIS BOLDEN FOR JUSTICE,1500,3,3000,35
AR17095295161908330497,ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS,562500,221,27916000,9476
AR17096139586838462465,SYKES FOR SENATE,2200,2,8000,20
AR17098391386652147713,Friends of Wendy Gooditis,5400,4,179000,94
AR17100643186465832961,VICKI PYNE FOR HD27,4600,4,14000,26
AR17105146786093203457,PEOPLE FOR THE AMERICAN WAY,401400,32,33631000,501
AR17108889798552059905,DEBORAH ROSS FOR CONGRESS,27000,6,1257000,235
AR17114153985347944449,COMMITTEE TO ELECT MARY BRADFIELD,1500,5,9000,157
AR17118657584975314945,LEA MARQUEZ PETERSON FOR CONGRESS,10200,15,79000,649
AR17123161184602685441,FISCHBACH FOR CONGRESS,4700,21,38000,705
AR17126904197061541889,"Freedom Virginia, Inc.",12500,6,1040000,78
AR17130163424404176897,JOAQUIN BELTRAN FOR CONGRESS,300,6,6000,21
AR17132168383857426433,"CONSUMER COALITION OF OKLAHOMA, INC.",130400,20,5766000,288
AR17135692318624448513,BRIAN FITZPATRICK FOR ALL OF US,64600,26,3132000,313
AR17136671983484796929,SAGE DIXON FOR STATE REPRESENTATIVE,2100,6,18000,183
AR17138163196129968129,MARIE NEWMAN FOR CONGRESS,76700,69,3206000,978
AR17140014498833235969,Nathan Hochman For Attorney General 2022,25600,4,6150000,143
AR17141175583112167425,COLORADANS FOR PROSPERITY,26100,24,1501000,251
AR17141540895850496001,HOLLY MCCORMACK FOR CONGRESS,11600,31,857000,702
AR17145618984477917185,PRIORITIES USA ACTION & SMP,6161500,1575,293572000,29659
AR17149338357436776449,MATT KRAUSE CAMPAIGN,44900,23,3864000,399
AR17154686381994278913,KNUTE FOR CONGRESS,8700,42,219000,684
AR17155677041970905089,Mendelson for Chairman 2022,69700,3,3835000,123
AR17159189981621649409,JON OSSOFF FOR SENATE,989000,248,28380000,19400
AR17163693581249019905,PALETZ FOR COLORADO,7400,6,38000,126
AR17167352755946258433,ARIZONANS FOR LIFE,6600,3,352000,56
AR17168197180876390401,NARAL FREEDOM FUND,151900,22,10027000,338
AR17172700780503760897,DIANE BURGIS FOR COUNTY SUPERVISOR,11400,110,4188000,771
AR17177204380131131393,PROTECTING OHIO ACTION FUND,5200,1,300000,16
AR17178833031729774593,CONOR LAMB FOR CONGRESS,18200,23,105000,782
